traj_id,task,agent,model,reward,n_steps,placeholder_frac,max_msg_repeat_frac,no_tool_frac,exclude
constraints-scheduling__Yc9ZwUS,constraints-scheduling,deepagent-harbor,gpt-5.2-codex@openai,1,12,0.0,0.333,0.25,True
crack-7z-hash__QasgYf9,crack-7z-hash,gemini-cli,gemini-2.5-pro@gemini,0,50,0.28,0.02,0.02,False
circuit-fibsqrt__2Va9bdh,circuit-fibsqrt,terminus-3-3,claude-opus-4-6@anthropic,1,35,0.171,1.0,0.029,True
custom-memory-heap-crash__aFt5s4h,custom-memory-heap-crash,codex,gpt-5-mini@openai,1,32,0.344,0.031,0.156,False
fix-ocaml-gc__22ewgKh,fix-ocaml-gc,gemini-cli,gemini-2.5-pro@gemini,1,20,0.55,0.05,0.1,True
gpt2-codegolf__iVXxKti,gpt2-codegolf,claude-code,claude-opus-4-5-20251101@anthropic,0,158,0.272,0.013,0.38,False
filter-js-from-html__4K2gNHK,filter-js-from-html,terminus-3-3,claude-opus-4-6@anthropic,0,37,0.568,1.0,0.027,True
kv-store-grpc__CQPFiw9,kv-store-grpc,judy,claude-opus-4.6@anthropic,1,28,0.0,0.042,0.286,True
fix-code-vulnerability__w38pM23,fix-code-vulnerability,deepagent-harbor,gpt-5.2-codex@openai,1,48,0.521,0.5,0.042,True
fix-ocaml-gc__Q4Z3qZn,fix-ocaml-gc,mini-swe-agent,claude-opus-4-1-20250805@anthropic,0,318,0.063,0.013,0.003,False
cobol-modernization__dt58W94,cobol-modernization,openhands,gemini-2.5-pro@gemini,1,216,0.032,0.163,0.014,False
gcode-to-text__tVz3dHj,gcode-to-text,terminus-2,claude-haiku-4-5-20251001@anthropic,0,7,0.286,0.143,0.143,True
custom-memory-heap-crash__SnFhmt6,custom-memory-heap-crash,terminus-2,claude-sonnet-4-5-20250929@anthropic,1,24,0.542,0.042,0.042,True
build-pov-ray__MszYmAm,build-pov-ray,mini-swe-agent,gemini-2.5-flash@gemini,0,23,0.043,0.043,0.13,True
build-cython-ext__v3gZS84,build-cython-ext,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,0,30,0.567,0.033,0.033,True
feal-differential-cryptanalysis__e4dBDUX,feal-differential-cryptanalysis,openhands,gpt-5-nano@openai,0,65,0.046,0.141,0.308,False
extract-elf__NrwcQpj,extract-elf,mini-swe-agent,claude-opus-4-1-20250805@anthropic,1,14,0.357,0.071,0.071,True
gcode-to-text__VeqxPiz,gcode-to-text,openhands,claude-opus-4-5-20251101@anthropic,0,43,0.256,0.023,0.023,False
large-scale-text-editing__4zaD5Dd,large-scale-text-editing,terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,0,149,0.0,0.203,0.013,False
compile-compcert__GnSJSMs,compile-compcert,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,1,40,0.525,0.025,0.025,True
install-windows-3.11__bkx2dRC,install-windows-3.11,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,28,0.286,0.036,0.036,True
llm-inference-batching-scheduler__GGJhDy8,llm-inference-batching-scheduler,openhands,claude-opus-4-5-20251101@anthropic,1,41,0.171,0.073,0.024,False
dna-insert__hYAyAyR,dna-insert,codex,gpt-5-nano@openai,0,3,0.0,0.333,1.0,True
db-wal-recovery__FXbhy82,db-wal-recovery,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,0,174,0.0,0.036,0.006,False
large-scale-text-editing__3MMypEK,large-scale-text-editing,openhands,grok-4-0709@xai,0,19,0.0,0.188,0.053,True
git-leak-recovery__mDLtvYe,git-leak-recovery,claude-code,claude-opus-4-1-20250805@anthropic,1,41,0.171,0.049,0.463,False
build-pmars__XSnfgVC,build-pmars,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,1,62,0.0,0.033,0.016,False
install-windows-3.11__SN2uBqH,install-windows-3.11,gemini-cli,gemini-2.5-flash@gemini,0,6,0.0,0.5,0.333,True
distribution-search__k9K3tqj,distribution-search,claude-code,claude-opus-4-1-20250805@anthropic,0,25,0.16,0.08,0.52,True
caffe-cifar-10__g9894RT,caffe-cifar-10,claude-code,minimax-m2.1@minimax,0,68,0.603,0.029,0.088,True
code-from-image__kE2iHeP,code-from-image,codex,gpt-5-mini@openai,1,12,0.0,0.083,0.417,True
compile-compcert__TWajZoZ,compile-compcert,mini-swe-agent,gemini-2.5-flash@gemini,0,62,0.355,0.016,0.016,False
count-dataset-tokens__XFiypzP,count-dataset-tokens,claude-code,claude-opus-4-5-20251101@anthropic,0,18,0.167,0.111,0.611,True
fix-ocaml-gc__y9yNE4Q,fix-ocaml-gc,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,152,0.237,0.126,0.151,False
fix-git__fkPaGkd,fix-git,claude-code,claude-haiku-4-5-20251001@anthropic,1,20,0.15,0.1,0.6,True
feal-differential-cryptanalysis__Vo7TkRa,feal-differential-cryptanalysis,terminus-3-3,gemini-3.1-pro-preview@Google,1,20,0.55,0.5,0.1,True
crack-7z-hash__TTBw7MF,crack-7z-hash,openhands,gpt-5@openai,1,24,0.208,0.042,0.125,True
cobol-modernization__PkxVVXw,cobol-modernization,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,1,50,0.04,0.04,0.02,False
